id_aluno,nome_aluno,turma,trimestre,data,ano_letivo,disciplina,nota,faltas
d8fd00ea,Paula,1,2,2025-06-18,1,Física,9.29,0.71
d8fd00ea,Paula,1,2,2025-06-12,1,Química,3.42,0.28
d8fd00ea,Paula,1,2,2025-06-06,1,Biologia,0.07,0.46
d8fd00ea,Paula,1,2,2025-06-24,1,Português,3.39,0.1
d8fd00ea,Paula,1,2,2025-06-04,1,História,3.4,0.94
d8fd00ea,Paula,1,2,2025-06-17,1,Geografia,3.03,0.21
d8fd00ea,Paula,1,2,2025-06-08,1,Filosofia,8.28,0.22
d8fd00ea,Paula,1,2,2025-06-09,1,Sociologia,9.14,0.82
d8fd00ea,Paula,1,2,2025-06-22,1,Inglês,1.15,0.88
d8fd00ea,Paula,1,3,2025-09-08,1,Matemática,8.34,0.75
d8fd00ea,Paula,1,3,2025-09-05,1,Física,5.33,0.44
d8fd00ea,Paula,1,3,2025-09-27,1,Química,0.82,0.68
d8fd00ea,Paula,1,3,2025-09-18,1,Biologia,1.11,0.12
d8fd00ea,Paula,1,3,2025-09-17,1,Português,4.87,0.17
d8fd00ea,Paula,1,3,2025-09-02,1,História,4.75,0.43
d8fd00ea,Paula,1,3,2025-09-01,1,Geografia,9.87,0.11
d8fd00ea,Paula,1,3,2025-09-15,1,Filosofia,3.6,0.54
d8fd00ea,Paula,1,3,2025-09-19,1,Sociologia,3.48,0.6
d8fd00ea,Paula,1,3,2025-09-25,1,Inglês,2.03,0.23
de338a20,Ana,1,1,2025-03-10,1,Matemática,1.82,0.97
de338a20,Ana,1,1,2025-03-23,1,Física,9.68,0.25
de338a20,Ana,1,1,2025-03-01,1,Química,2.62,0.34
de338a20,Ana,1,1,2025-03-22,1,Biologia,8.8,0.87
de338a20,Ana,1,1,2025-03-18,1,Português,0.95,0.13
de338a20,Ana,1,1,2025-03-19,1,História,3.25,0.48
de338a20,Ana,1,1,2025-03-07,1,Geografia,1.6,0.85
de338a20,Ana,1,1,2025-03-07,1,Filosofia,7.46,0.64
de338a20,Ana,1,1,2025-03-06,1,Sociologia,5.25,0.45
de338a20,Ana,1,1,2025-03-09,1,Inglês,7.37,0.03
de338a20,Ana,1,2,2025-06-07,1,Matemática,4.99,0.16
de338a20,Ana,1,2,2025-06-28,1,Física,8.67,0.22
de338a20,Ana,1,2,2025-06-06,1,Química,1.98,0.41
de338a20,Ana,1,2,2025-06-13,1,Biologia,2.59,0.16
de338a20,Ana,1,2,2025-06-05,1,Português,6.68,0.72
de338a20,Ana,1,2,2025-06-19,1,História,9.14,0.05
de338a20,Ana,1,2,2025-06-24,1,Geografia,0.84,0.87
de338a20,Ana,1,2,2025-06-06,1,Filosofia,6.77,0.25
de338a20,Ana,1,2,2025-06-15,1,Sociologia,5.74,0.72
de338a20,Ana,1,2,2025-06-04,1,Inglês,6.21,0.94
de338a20,Ana,1,3,2025-09-24,1,Matemática,7.69,0.49
de338a20,Ana,1,3,2025-09-24,1,Física,3.79,0.64
de338a20,Ana,1,3,2025-09-11,1,Química,4.18,0.38
de338a20,Ana,1,3,2025-09-24,1,Biologia,5.62,0.27
de338a20,Ana,1,3,2025-09-22,1,Português,3.89,0.72
de338a20,Ana,1,3,2025-09-08,1,História,9.58,0.98
de338a20,Ana,1,3,2025-09-03,1,Geografia,6.44,0.79
de338a20,Ana,1,3,2025-09-26,1,Filosofia,4.19,0.29
de338a20,Ana,1,3,2025-09-09,1,Sociologia,2.54,0.49
de338a20,Ana,1,3,2025-09-18,1,Inglês,2.21,0.43
c15f5475,Daniela,1,1,2025-03-22,1,Matemática,6.94,0.68
c15f5475,Daniela,1,1,2025-03-22,1,Física,7.8,0.73
c15f5475,Daniela,1,1,2025-03-04,1,Química,5.4,0.02
c15f5475,Daniela,1,1,2025-03-07,1,Biologia,4.43,0.9
c15f5475,Daniela,1,1,2025-03-22,1,Português,0.81,0.35
c15f5475,Daniela,1,1,2025-03-23,1,História,0.72,0.36
c15f5475,Daniela,1,1,2025-03-07,1,Geografia,3.8,0.04
c15f5475,Daniela,1,1,2025-03-01,1,Filosofia,0.49,0.76
c15f5475,Daniela,1,1,2025-03-02,1,Sociologia,9.77,0.58
c15f5475,Daniela,1,1,2025-03-20,1,Inglês,4.99,0.69
c15f5475,Daniela,1,2,2025-06-15,1,Matemática,0.6,0.73
c15f5475,Daniela,1,2,2025-06-16,1,Física,5.33,0.83
c15f5475,Daniela,1,2,2025-06-15,1,Química,3.68,0.99
c15f5475,Daniela,1,2,2025-06-23,1,Biologia,8.66,0.98
c15f5475,Daniela,1,2,2025-06-14,1,Português,0.05,0.15
c15f5475,Daniela,1,2,2025-06-22,1,História,2.56,0.57
c15f5475,Daniela,1,2,2025-06-20,1,Geografia,9.46,0.82
c15f5475,Daniela,1,2,2025-06-11,1,Filosofia,4.85,0.19
c15f5475,Daniela,1,2,2025-06-21,1,Sociologia,8.09,0.66
c15f5475,Daniela,1,2,2025-06-15,1,Inglês,6.81,0.46
c15f5475,Daniela,1,3,2025-09-14,1,Matemática,8.99,0.15
c15f5475,Daniela,1,3,2025-09-17,1,Física,7.9,0.52
c15f5475,Daniela,1,3,2025-09-16,1,Química,5.83,0.8
c15f5475,Daniela,1,3,2025-09-27,1,Biologia,4.71,0.57
c15f5475,Daniela,1,3,2025-09-15,1,Português,7.85,0.31
c15f5475,Daniela,1,3,2025-09-13,1,História,0.67,0.97
c15f5475,Daniela,1,3,2025-09-18,1,Geografia,4.33,0.78
c15f5475,Daniela,1,3,2025-09-05,1,Filosofia,3.8,0.76
c15f5475,Daniela,1,3,2025-09-27,1,Sociologia,6.0,0.41
c15f5475,Daniela,1,3,2025-09-19,1,Inglês,6.55,0.42
67cb42f7,Bruno,1,1,2025-03-19,1,Matemática,7.47,0.83
67cb42f7,Bruno,1,1,2025-03-23,1,Física,6.87,0.96
67cb42f7,Bruno,1,1,2025-03-08,1,Química,0.85,0.66
67cb42f7,Bruno,1,1,2025-03-17,1,Biologia,4.08,0.48
67cb42f7,Bruno,1,1,2025-03-27,1,Português,7.24,0.71
67cb42f7,Bruno,1,1,2025-03-10,1,História,1.38,0.56
67cb42f7,Bruno,1,1,2025-03-27,1,Geografia,1.11,0.05
67cb42f7,Bruno,1,1,2025-03-23,1,Filosofia,0.59,0.21
67cb42f7,Bruno,1,1,2025-03-11,1,Sociologia,4.03,0.42
67cb42f7,Bruno,1,1,2025-03-21,1,Inglês,7.0,0.5
67cb42f7,Bruno,1,2,2025-06-04,1,Matemática,7.15,0.03
67cb42f7,Bruno,1,2,2025-06-06,1,Física,2.98,0.87
67cb42f7,Bruno,1,2,2025-06-27,1,Química,3.76,0.28
67cb42f7,Bruno,1,2,2025-06-12,1,Biologia,4.9,0.24
67cb42f7,Bruno,1,2,2025-06-09,1,Português,7.56,0.09
67cb42f7,Bruno,1,2,2025-06-07,1,História,4.95,0.32
67cb42f7,Bruno,1,2,2025-06-19,1,Geografia,7.38,0.43
67cb42f7,Bruno,1,2,2025-06-03,1,Filosofia,3.99,0.91
67cb42f7,Bruno,1,2,2025-06-04,1,Sociologia,9.18,0.78
67cb42f7,Bruno,1,2,2025-06-07,1,Inglês,9.59,0.97
67cb42f7,Bruno,1,3,2025-09-09,1,Matemática,0.39,0.91
67cb42f7,Bruno,1,3,2025-09-02,1,Física,0.42,0.82
67cb42f7,Bruno,1,3,2025-09-10,1,Química,4.47,0.48
67cb42f7,Bruno,1,3,2025-09-05,1,Biologia,9.03,0.95
67cb42f7,Bruno,1,3,2025-09-05,1,Português,6.52,0.4
67cb42f7,Bruno,1,3,2025-09-09,1,História,7.76,0.81
67cb42f7,Bruno,1,3,2025-09-04,1,Geografia,6.4,0.11
67cb42f7,Bruno,1,3,2025-09-08,1,Filosofia,1.36,0.15
67cb42f7,Bruno,1,3,2025-09-16,1,Sociologia,1.55,0.1
67cb42f7,Bruno,1,3,2025-09-24,1,Inglês,9.85,0.19
c91b3310,Bruno,1,1,2025-03-14,1,Matemática,0.66,0.03
c91b3310,Bruno,1,1,2025-03-09,1,Física,2.47,0.46
c91b3310,Bruno,1,1,2025-03-18,1,Química,7.73,0.67
c91b3310,Bruno,1,1,2025-03-07,1,Biologia,0.88,0.98
c91b3310,Bruno,1,1,2025-03-25,1,Português,0.85,0.25
c91b3310,Bruno,1,1,2025-03-19,1,História,9.73,0.59
c91b3310,Bruno,1,1,2025-03-09,1,Geografia,7.78,0.12
c91b3310,Bruno,1,1,2025-03-08,1,Filosofia,3.11,0.05
c91b3310,Bruno,1,1,2025-03-28,1,Sociologia,6.57,0.18
c91b3310,Bruno,1,1,2025-03-05,1,Inglês,7.83,0.82
c91b3310,Bruno,1,2,2025-06-08,1,Matemática,1.47,0.01
c91b3310,Bruno,1,2,2025-06-27,1,Física,4.22,0.52
c91b3310,Bruno,1,2,2025-06-14,1,Química,5.26,0.12
c91b3310,Bruno,1,2,2025-06-06,1,Biologia,5.48,0.31
c91b3310,Bruno,1,2,2025-06-17,1,Português,2.02,0.14
c91b3310,Bruno,1,2,2025-06-21,1,História,5.8,0.27
c91b3310,Bruno,1,2,2025-06-01,1,Geografia,7.67,0.32
c91b3310,Bruno,1,2,2025-06-21,1,Filosofia,2.67,0.96
c91b3310,Bruno,1,2,2025-06-06,1,Sociologia,8.3,0.12
c91b3310,Bruno,1,2,2025-06-24,1,Inglês,9.63,0.67
c91b3310,Bruno,1,3,2025-09-13,1,Matemática,3.73,0.51
c91b3310,Bruno,1,3,2025-09-07,1,Física,5.74,0.94
c91b3310,Bruno,1,3,2025-09-20,1,Química,2.1,0.85
c91b3310,Bruno,1,3,2025-09-02,1,Biologia,3.2,0.93
c91b3310,Bruno,1,3,2025-09-09,1,Português,4.58,0.53
c91b3310,Bruno,1,3,2025-09-22,1,História,1.33,0.81
c91b3310,Bruno,1,3,2025-09-10,1,Geografia,3.28,0.35
c91b3310,Bruno,1,3,2025-09-15,1,Filosofia,9.93,0.25
c91b3310,Bruno,1,3,2025-09-14,1,Sociologia,8.71,0.03
c91b3310,Bruno,1,3,2025-09-05,1,Inglês,3.74,0.83
6cd82f6e,Daniela,1,1,2025-03-25,1,Matemática,0.18,0.69
6cd82f6e,Daniela,1,1,2025-03-24,1,Física,7.3,0.95
6cd82f6e,Daniela,1,1,2025-03-22,1,Química,1.38,0.67
6cd82f6e,Daniela,1,1,2025-03-13,1,Biologia,1.58,0.23
6cd82f6e,Daniela,1,1,2025-03-25,1,Português,4.04,0.77
6cd82f6e,Daniela,1,1,2025-03-10,1,História,2.29,0.28
6cd82f6e,Daniela,1,1,2025-03-02,1,Geografia,5.75,0.55
6cd82f6e,Daniela,1,1,2025-03-07,1,Filosofia,6.66,0.64
6cd82f6e,Daniela,1,1,2025-03-06,1,Sociologia,7.82,0.4
6cd82f6e,Daniela,1,1,2025-03-04,1,Inglês,0.37,0.87
6cd82f6e,Daniela,1,2,2025-06-25,1,Matemática,6.87,0.44
6cd82f6e,Daniela,1,2,2025-06-03,1,Física,8.39,0.36
6cd82f6e,Daniela,1,2,2025-06-18,1,Química,0.75,0.44
6cd82f6e,Daniela,1,2,2025-06-12,1,Biologia,6.76,0.7
6cd82f6e,Daniela,1,2,2025-06-05,1,Português,8.45,0.16
6cd82f6e,Daniela,1,2,2025-06-07,1,História,5.59,0.81
6cd82f6e,Daniela,1,2,2025-06-19,1,Geografia,5.69,0.37
6cd82f6e,Daniela,1,2,2025-06-03,1,Filosofia,9.07,0.93
6cd82f6e,Daniela,1,2,2025-06-20,1,Sociologia,8.42,0.74
6cd82f6e,Daniela,1,2,2025-06-25,1,Inglês,5.38,0.72
6cd82f6e,Daniela,1,3,2025-09-03,1,Matemática,9.11,0.5
6cd82f6e,Daniela,1,3,2025-09-06,1,Física,7.46,0.72
6cd82f6e,Daniela,1,3,2025-09-17,1,Química,0.23,0.09
6cd82f6e,Daniela,1,3,2025-09-19,1,Biologia,9.71,0.71
6cd82f6e,Daniela,1,3,2025-09-04,1,Português,3.68,0.07
6cd82f6e,Daniela,1,3,2025-09-01,1,História,1.68,0.3
6cd82f6e,Daniela,1,3,2025-09-17,1,Geografia,7.22,0.03
6cd82f6e,Daniela,1,3,2025-09-19,1,Filosofia,6.64,0.08
6cd82f6e,Daniela,1,3,2025-09-24,1,Sociologia,7.18,0.8
6cd82f6e,Daniela,1,3,2025-09-15,1,Inglês,9.86,0.28
34204d34,Eduardo,1,1,2025-03-22,1,Matemática,9.74,0.05
34204d34,Eduardo,1,1,2025-03-20,1,Física,9.8,0.88
34204d34,Eduardo,1,1,2025-03-25,1,Química,0.27,0.4
34204d34,Eduardo,1,1,2025-03-11,1,Biologia,9.66,0.87
34204d34,Eduardo,1,1,2025-03-27,1,Português,0.5,0.73
34204d34,Eduardo,1,1,2025-03-07,1,História,7.41,0.71
34204d34,Eduardo,1,1,2025-03-11,1,Geografia,5.45,0.19
34204d34,Eduardo,1,1,2025-03-17,1,Filosofia,2.45,0.31
34204d34,Eduardo,1,1,2025-03-08,1,Sociologia,5.21,0.2
34204d34,Eduardo,1,1,2025-03-11,1,Inglês,4.1,0.24
34204d34,Eduardo,1,2,2025-06-14,1,Matemática,3.61,0.74
34204d34,Eduardo,1,2,2025-06-14,1,Física,3.54,0.21
34204d34,Eduardo,1,2,2025-06-18,1,Química,3.51,0.13
34204d34,Eduardo,1,2,2025-06-12,1,Biologia,1.93,0.81
34204d34,Eduardo,1,2,2025-06-07,1,Português,1.75,0.05
34204d34,Eduardo,1,2,2025-06-01,1,História,8.28,0.1
34204d34,Eduardo,1,2,2025-06-26,1,Geografia,4.45,0.49
34204d34,Eduardo,1,2,2025-06-24,1,Filosofia,5.04,0.05
34204d34,Eduardo,1,2,2025-06-19,1,Sociologia,2.64,0.02
34204d34,Eduardo,1,2,2025-06-07,1,Inglês,4.38,0.19
34204d34,Eduardo,1,3,2025-09-23,1,Matemática,4.15,0.67
34204d34,Eduardo,1,3,2025-09-15,1,Física,2.82,0.48
34204d34,Eduardo,1,3,2025-09-02,1,Química,1.77,0.61
34204d34,Eduardo,1,3,2025-09-28,1,Biologia,5.38,0.61
34204d34,Eduardo,1,3,2025-09-09,1,Português,3.59,0.46
34204d34,Eduardo,1,3,2025-09-10,1,História,1.89,0.09
34204d34,Eduardo,1,3,2025-09-24,1,Geografia,4.89,0.87
34204d34,Eduardo,1,3,2025-09-13,1,Filosofia,6.18,0.79
34204d34,Eduardo,1,3,2025-09-08,1,Sociologia,5.09,0.08
34204d34,Eduardo,1,3,2025-09-21,1,Inglês,2.76,0.92
58a5aa68,Vanessa,1,1,2025-03-04,1,Matemática,5.57,0.14
58a5aa68,Vanessa,1,1,2025-03-09,1,Física,6.69,0.36
58a5aa68,Vanessa,1,1,2025-03-28,1,Química,1.36,0.85
58a5aa68,Vanessa,1,1,2025-03-18,1,Biologia,6.93,0.96
58a5aa68,Vanessa,1,1,2025-03-03,1,Português,5.68,0.49
58a5aa68,Vanessa,1,1,2025-03-02,1,História,2.05,0.24
58a5aa68,Vanessa,1,1,2025-03-24,1,Geografia,6.49,0.06
58a5aa68,Vanessa,1,1,2025-03-25,1,Filosofia,9.91,0.45
58a5aa68,Vanessa,1,1,2025-03-11,1,Sociologia,9.64,0.34
58a5aa68,Vanessa,1,1,2025-03-15,1,Inglês,9.38,0.83
58a5aa68,Vanessa,1,2,2025-06-23,1,Matemática,9.29,0.22
58a5aa68,Vanessa,1,2,2025-06-08,1,Física,6.23,0.32
58a5aa68,Vanessa,1,2,2025-06-18,1,Química,1.76,0.34
58a5aa68,Vanessa,1,2,2025-06-10,1,Biologia,3.08,0.19
58a5aa68,Vanessa,1,2,2025-06-21,1,Português,7.35,0.84
58a5aa68,Vanessa,1,2,2025-06-16,1,História,9.23,0.66
58a5aa68,Vanessa,1,2,2025-06-26,1,Geografia,9.35,0.85
58a5aa68,Vanessa,1,2,2025-06-03,1,Filosofia,7.05,0.11
58a5aa68,Vanessa,1,2,2025-06-22,1,Sociologia,7.46,0.34
58a5aa68,Vanessa,1,2,2025-06-04,1,Inglês,4.65,0.8
58a5aa68,Vanessa,1,3,2025-09-17,1,Matemática,4.73,0.78
58a5aa68,Vanessa,1,3,2025-09-03,1,Física,5.01,0.03
58a5aa68,Vanessa,1,3,2025-09-17,1,Química,2.73,0.52
58a5aa68,Vanessa,1,3,2025-09-12,1,Biologia,7.11,0.96
58a5aa68,Vanessa,1,3,2025-09-28,1,Português,0.27,0.58
58a5aa68,Vanessa,1,3,2025-09-03,1,História,2.17,0.89
58a5aa68,Vanessa,1,3,2025-09-07,1,Geografia,0.55,0.3
58a5aa68,Vanessa,1,3,2025-09-04,1,Filosofia,3.79,0.55
58a5aa68,Vanessa,1,3,2025-09-13,1,Sociologia,1.87,0.35
58a5aa68,Vanessa,1,3,2025-09-03,1,Inglês,8.03,0.16
1c46e900,Vanessa,2,1,2025-03-17,1,Matemática,6.32,0.11
1c46e900,Vanessa,2,1,2025-03-09,1,Física,2.73,0.04
1c46e900,Vanessa,2,1,2025-03-12,1,Química,4.14,0.84
1c46e900,Vanessa,2,1,2025-03-17,1,Biologia,0.81,0.28
1c46e900,Vanessa,2,1,2025-03-24,1,Português,6.44,0.59
1c46e900,Vanessa,2,1,2025-03-01,1,História,4.21,0.17
1c46e900,Vanessa,2,1,2025-03-26,1,Geografia,0.93,0.27
1c46e900,Vanessa,2,1,2025-03-24,1,Filosofia,0.81,0.35
1c46e900,Vanessa,2,1,2025-03-17,1,Sociologia,3.11,0.97
1c46e900,Vanessa,2,1,2025-03-10,1,Inglês,2.85,0.6
1c46e900,Vanessa,2,2,2025-06-19,1,Matemática,6.07,0.56
1c46e900,Vanessa,2,2,2025-06-26,1,Física,8.99,0.01
1c46e900,Vanessa,2,2,2025-06-14,1,Química,7.02,0.56
1c46e900,Vanessa,2,2,2025-06-18,1,Biologia,1.22,0.97
1c46e900,Vanessa,2,2,2025-06-03,1,Português,2.0,0.94
1c46e900,Vanessa,2,2,2025-06-02,1,História,5.79,0.49
1c46e900,Vanessa,2,2,2025-06-14,1,Geografia,2.24,0.08
1c46e900,Vanessa,2,2,2025-06-15,1,Filosofia,8.99,0.01
1c46e900,Vanessa,2,2,2025-06-25,1,Sociologia,2.6,0.95
1c46e900,Vanessa,2,2,2025-06-04,1,Inglês,2.19,0.59
1c46e900,Vanessa,2,3,2025-09-27,1,Matemática,4.36,0.05
1c46e900,Vanessa,2,3,2025-09-18,1,Física,4.67,0.81
1c46e900,Vanessa,2,3,2025-09-09,1,Química,2.68,0.87
1c46e900,Vanessa,2,3,2025-09-22,1,Biologia,7.33,0.41
1c46e900,Vanessa,2,3,2025-09-08,1,Português,6.98,0.32
1c46e900,Vanessa,2,3,2025-09-09,1,História,9.0,0.84
1c46e900,Vanessa,2,3,2025-09-10,1,Geografia,2.1,0.76
1c46e900,Vanessa,2,3,2025-09-24,1,Filosofia,6.58,0.2
1c46e900,Vanessa,2,3,2025-09-01,1,Sociologia,9.6,0.77
1c46e900,Vanessa,2,3,2025-09-23,1,Inglês,6.7,0.46
e98a2801,Fernanda,2,1,2025-03-05,1,Matemática,0.61,0.44
e98a2801,Fernanda,2,1,2025-03-09,1,Física,6.56,0.96
e98a2801,Fernanda,2,1,2025-03-28,1,Química,0.72,0.03
e98a2801,Fernanda,2,1,2025-03-14,1,Biologia,7.55,0.06
e98a2801,Fernanda,2,1,2025-03-14,1,Português,4.74,0.62
e98a2801,Fernanda,2,1,2025-03-05,1,História,6.27,0.63
e98a2801,Fernanda,2,1,2025-03-13,1,Geografia,1.35,0.36
e98a2801,Fernanda,2,1,2025-03-08,1,Filosofia,0.94,0.46
e98a2801,Fernanda,2,1,2025-03-25,1,Sociologia,9.68,0.1
e98a2801,Fernanda,2,1,2025-03-21,1,Inglês,8.24,0.58
e98a2801,Fernanda,2,2,2025-06-22,1,Matemática,0.52,0.44
e98a2801,Fernanda,2,2,2025-06-23,1,Física,6.74,0.86
e98a2801,Fernanda,2,2,2025-06-16,1,Química,8.8,0.68
e98a2801,Fernanda,2,2,2025-06-13,1,Biologia,9.08,0.13
e98a2801,Fernanda,2,2,2025-06-27,1,Português,3.4,0.05
e98a2801,Fernanda,2,2,2025-06-18,1,História,9.12,0.93
e98a2801,Fernanda,2,2,2025-06-09,1,Geografia,0.88,0.2
e98a2801,Fernanda,2,2,2025-06-20,1,Filosofia,8.76,0.48
e98a2801,Fernanda,2,2,2025-06-10,1,Sociologia,5.23,0.58
e98a2801,Fernanda,2,2,2025-06-14,1,Inglês,1.89,0.88
e98a2801,Fernanda,2,3,2025-09-26,1,Matemática,0.54,0.03
e98a2801,Fernanda,2,3,2025-09-06,1,Física,2.24,0.19
e98a2801,Fernanda,2,3,2025-09-17,1,Química,4.62,0.29
e98a2801,Fernanda,2,3,2025-09-20,1,Biologia,7.08,0.0
e98a2801,Fernanda,2,3,2025-09-10,1,Português,1.01,0.45
e98a2801,Fernanda,2,3,2025-09-26,1,História,0.76,0.74
e98a2801,Fernanda,2,3,2025-09-08,1,Geografia,9.93,0.87
e98a2801,Fernanda,2,3,2025-09-13,1,Filosofia,3.05,0.04
e98a2801,Fernanda,2,3,2025-09-20,1,Sociologia,8.11,0.14
e98a2801,Fernanda,2,3,2025-09-11,1,Inglês,8.57,0.35
f4f38cd7,Kevin,2,1,2025-03-27,1,Matemática,6.73,0.66
f4f38cd7,Kevin,2,1,2025-03-18,1,Física,1.21,0.04
f4f38cd7,Kevin,2,1,2025-03-24,1,Química,4.71,0.59
f4f38cd7,Kevin,2,1,2025-03-05,1,Biologia,8.82,0.38
f4f38cd7,Kevin,2,1,2025-03-11,1,Português,4.66,0.2
f4f38cd7,Kevin,2,1,2025-03-16,1,História,2.2,0.01
f4f38cd7,Kevin,2,1,2025-03-12,1,Geografia,4.77,0.68
f4f38cd7,Kevin,2,1,2025-03-27,1,Filosofia,2.51,0.79
f4f38cd7,Kevin,2,1,2025-03-27,1,Sociologia,3.46,0.28
f4f38cd7,Kevin,2,1,2025-03-09,1,Inglês,0.12,0.88
f4f38cd7,Kevin,2,2,2025-06-20,1,Matemática,2.83,0.09
f4f38cd7,Kevin,2,2,2025-06-16,1,Física,1.2,0.69
f4f38cd7,Kevin,2,2,2025-06-27,1,Química,4.08,0.97
f4f38cd7,Kevin,2,2,2025-06-04,1,Biologia,3.14,0.26
f4f38cd7,Kevin,2,2,2025-06-28,1,Português,2.41,0.66
f4f38cd7,Kevin,2,2,2025-06-14,1,História,8.47,0.81
